Name,Review,Stars,Translated Review,Language,Sentiment
Trang Lê Thị,"Mình từng ăn mcd ở hoàng đạo thúy, thì đc nv mang ra tận bàn. Còn ở đây thì phải tự sếp hàng rất lâu. Có lẽ do trên phố quá đông chăng.",4,"Mình từng ăn mcd ở hoàng đạo thúy, thì đc nv mang ra tận bàn. Còn ở đây thì phải tự sếp hàng rất lâu. Có lẽ do trên phố quá đông chăng.",vi,Positive
Ngoc Vinh Pham,"Chỗ ngồi view đẹp, quy trình mua hàng thuận tiện. Một số món ăn cần thay đổi cho phù hơpk với khẩu vị người dân địa phương.",4,"Chỗ ngồi view đẹp, quy trình mua hàng thuận tiện. Một số món ăn cần thay đổi cho phù hơpk với khẩu vị người dân địa phương.",vi,Positive
Helen Balbino,Limited selection...,5,Lựa chọn hạn chế...,en,Positive
Quốc Đạt Nguyễn,It's the most of Fastfood in Ha noi,5,Đó là hầu hết các món ăn nhanh ở Hà Nội,en,Positive
Eldana,"Vlean, quick and helpful",4,"Sạch sẽ, nhanh chóng và hữu ích",en,Positive
nguyen hai,Dj,3,DJ,en,Neutral
Lalit Gosavi,I visited this place in closing hour. They don't have veg burger on the menu but we can request one with veggies for the same price as non-veg. Staff is really friendly.,4,Tôi đã đến thăm nơi này vào giờ đóng cửa. Họ không có bánh burger chay trong thực đơn nhưng chúng tôi có thể yêu cầu một món có rau với mức giá tương đương với món không chay. Nhân viên thực sự thân thiện.,en,Positive
nexsus five,Thank Allah for mc cafe coffee,4,Cảm ơn Allah vì cà phê mccafe,en,Positive
hong ha pham,Lúc nào cũng đông,5,Lúc nào cũng đông,vi,Positive
Sơn Đinh Ngọc,ngon,5,ngon,vi,Positive
Canh Nguyen Van,"Không gian đẹp, dịch vụ hoàn hảo.",5,"Không gian đẹp, dịch vụ hoàn hảo.",vi,Positive
Phạm Tuấn,"Gà, hamburger và nước chấm ngon tuyệt",5,"Gà, hamburger và nước chấm ngon tuyệt",vi,Positive
Hồng Anh Trịnh,"Chắc tại số mình nhọ nên đi đúng tầm giờ cao điểm đông khách nên đợi hơi lâu, đến lúc có đồ ăn thì miếng thịt bò trong bánh của mình vẫn còn bị lạnh ở giữa nên ấn tượng ban đầu không tốt cho lắm. Trừ thịt bò trong bánh ra thì cánh gà và khoai khá ngon, nên ăn kèm sốt mù tạt mật ong.",3,"Chắc tại số mình nhọ nên đi đúng tầm giờ cao điểm đông khách nên đợi hơi lâu, đến lúc có đồ ăn thì miếng thịt bò trong bánh của mình vẫn còn bị lạnh ở giữa nên ấn tượng ban đầu không tốt cho lắm. Trừ thịt bò trong bánh ra thì cánh gà và khoai khá ngon, nên ăn kèm sốt mù tạt mật ong.",vi,Neutral
miller lee,還好,3,khỏe,zh-CN,Neutral
Monz 11CB,Chất lượng phục vụ tốt,5,Chất lượng phục vụ tốt,vi,Positive
Dang Xuan Son Linh,"Thức ăn không ngon, đc cái mặt tiền",2,"Thức ăn không ngon, đc cái mặt tiền",vi,Negative
memo havok,"Was gonna try it just to say i went to mickey dee in vietnam, unfortunetly, it was full of uneducated white people that cant have enough of their mcdonalds back home that they have to eat it here as well!  These are the same people that complain that vietnamese speak vietnamese or throw a fit at the history war museum, why you they even leave their home country?",1,"Đang định thử chỉ để nói rằng tôi đã đến mickey dee ở việt nam, thật không may, ở đó toàn những người da trắng thất học không thể ăn đủ mcdonald ở quê nhà nên họ cũng phải ăn ở đây! Đây cũng chính là những người phàn nàn rằng người Việt nói tiếng Việt hoặc nổi giận với bảo tàng lịch sử chiến tranh, tại sao họ lại rời bỏ quê hương của mình?",en,Negative
Armys Nguyen,Đẹp quá,5,Đẹp quá,vi,Positive
Tung Pham Trong,Đẹp,5,Đẹp,vi,Positive
Bravo Son,Localized but good enough for tourists with local Hanoi food allergies.,3,Bản địa hóa nhưng đủ tốt cho khách du lịch bị dị ứng thực phẩm địa phương ở Hà Nội.,en,Neutral
HAN YOHAN,"현지식 음식에 약한 아내를  위해 방문한곳.
버거가 너무 닥았다.",3,"Tôi đã đến thăm nơi này vì vợ tôi không giỏi đồ ăn địa phương.
Bánh burger quá tệ.",ko,Neutral
Cáo thông thái,Phục vụ rất nhanh,5,Phục vụ rất nhanh,vi,Positive
Mohan K,Variety of sauces,5,Các loại nước sốt,en,Positive
Hau Nguyen Van,"Phục vụ nhanh, cuối tuần đông không có chỗ ngồi ăn",4,"Phục vụ nhanh, cuối tuần đông không có chỗ ngồi ăn",vi,Positive
ngaphinh,Chú bảo vệ rất đáng yêu và nhiệt tình,5,Chú bảo vệ rất đáng yêu và nhiệt tình,vi,Positive
Trịnh Đắc Quân,Món ngon,5,Món ngon,vi,Positive
Hyunjin Kim,그냥 그래요,3,không tệ lắm,ko,Neutral
An Nguyen,"Nice view, fast food with good service and friendly crews!",5,"View đẹp, đồ ăn nhanh với dịch vụ tốt và đội ngũ thân thiện!",en,Positive
L.J.,"매장 분위기 나쁘지 않고
한국이랑 다른새로운 메뉴는 없는 것 같음
한국이랑 다르게 직접 자리로 배달해주고
소스는 원하는만큼 가져오면 되기에 좋음
감튀 맛도 한국이랑 똑같고
칠리소스를 자유로이 먹는점이 좋았음",4,"Không khí của cửa hàng không tệ
Dường như không có thực đơn mới nào khác biệt so với Hàn Quốc.
Không giống như Hàn Quốc, họ giao hàng trực tiếp đến chỗ ngồi của bạn.
Thật tốt vì bạn có thể mang theo bao nhiêu nước sốt tùy thích.
Hương vị của gamfries cũng giống như ở Hàn Quốc.
Thật tuyệt khi được ăn tương ớt một cách thoải mái.",ko,Positive
Daniele Di Tonno,In caso di estremo bisogno di occidentalita non guasta,3,"Trong trường hợp cực kỳ cần tính phương Tây, điều đó không có hại gì",it,Neutral
Diệp quang Tới,Quá đông vui trong ngày tết thiếu nhi,5,Quá đông vui trong ngày tết thiếu nhi,vi,Positive
Paul Bennett,Typical McDonalds. Good service a plus,5,McDonald điển hình. Dịch vụ tốt là một điểm cộng,en,Positive
Jason Marburger (Jay mac),The cashier was really awesome spoke great english.. which is rare in Vietnam,5,Nhân viên thu ngân thực sự tuyệt vời nói tiếng Anh tuyệt vời.. điều hiếm thấy ở Việt Nam,en,Positive
Thang Pham,"Good choices for hamburger, french fried, cola...",5,"Lựa chọn tốt cho bánh hamburger, khoai tây chiên, cola. . .",en,Positive
Văn Văn,Nv phục vụ chưa tốt,1,Nv phục vụ chưa tốt,vi,Negative
Dinh Anh,"Ăn ngon, phải xếp hàng vì đông.",4,"Ăn ngon, phải xếp hàng vì đông.",vi,Positive
jauk koo,한국이랑 차이점은 못느낌,4,Tôi không cảm thấy có sự khác biệt nào so với Hàn Quốc.,ko,Positive
Long Nguyen Ngoc,Vì thích ăn kem,4,Vì thích ăn kem,vi,Positive
Huy Hoàng Nguyễn,ok,5,Được rồi,en,Positive
Cihan ÖZ,Memleketim Her Zaman Sahte Cennetimiz,5,Quê hương tôi luôn là thiên đường giả tạo của chúng tôi,tr,Positive
Quốc Hậu Nguyễn,Khá ổn,4,Khá ổn,vi,Positive
Jackie Nguyen,"Quán cafe bên dưới đẹp, cổ điển",4,"Quán cafe bên dưới đẹp, cổ điển",vi,Positive
Thuỷ Thu,Sẽ quay lại trong thời gian gần nhất có thể.,5,Sẽ quay lại trong thời gian gần nhất có thể.,vi,Positive
lê vân,"Cafe uống buồn nôn.
Bánh rất đắt và éo ngon",2,"Cafe uống buồn nôn.
Bánh rất đắt và éo ngon",vi,Negative
Nhân Nguyễn,Khá ngon,4,Khá ngon,vi,Positive
An Hương Nguyễn,Địa điểm hút khách nước ngoài và trong nước. Đồ ăn cũng tàm tạm,3,Địa điểm hút khách nước ngoài và trong nước. Đồ ăn cũng tàm tạm,vi,Neutral
_bqsiic,Da best,5,da tốt nhất,tr,Positive
Minh Nguyen hoang,"Ngon, phục vụ tạm ổn.",4,"Ngon, phục vụ tạm ổn.",vi,Positive
Hải Nguyên Hán,Ngon,5,Ngon,vi,Positive
Roberto Pereira Ramos,"Nice store, with totem to make order and part of the staff speak English",5,"Cửa hàng đẹp, có vật tổ để đặt hàng và một phần nhân viên nói được tiếng Anh",en,Positive
Betsy Ng,"Good location
But service is pretty slow",3,"Vị trí tốt
Nhưng dịch vụ khá chậm",en,Neutral
ds S,햄버거 맛이 ㅠㅠ,3,Nó có vị như một chiếc bánh hamburger.,ko,Neutral
thể thao tivi,Tạm dc,3,Tạm được,vi,Neutral
New G Humans,여기 맥도날드 햄버거 왜 맛없지? 여기 맛없음 주의,2,"Tại sao bánh mì kẹp thịt của McDonald ở đây lại tệ đến vậy? Cẩn thận, ở đây không ngon đâu",ko,Negative
James Terpstra,"Like all the other Macca's.
Food is average. Service is good",3,"Giống như tất cả các Macca khác.
Thức ăn ở mức trung bình. Dịch vụ tốt",en,Neutral
Chương Phùng Danh,Good meals and good service,5,Bữa ăn ngon và dịch vụ tốt,en,Positive
عبدالرحمن الخلف العيسى,الاكل غير صحي أعجبني سندويش السمك,4,Thức ăn không tốt cho sức khỏe. Tôi thích bánh mì kẹp cá,ar,Positive
Chi minh Anh,Kinh thường ng khac,1,Khinh thường người khac,vi,Negative
Tuấn Anh Vương,"Im not a big fan of fastfood but I suppose food there is better than in Lotteria or Jolibee. However if you are there and want to wash your hand or go to the restroom, go up to 2nd floor 😂😂😂, there is not any restroom in 1st floor",3,"Tôi không phải là fan cuồng của đồ ăn nhanh nhưng tôi cho rằng đồ ăn ở đó ngon hơn ở Lotteria hay Jolibee. Tuy nhiên nếu bạn ở đó và muốn rửa tay hoặc đi vệ sinh thì lên tầng 2 😂😂😂, tầng 1 không có nhà vệ sinh nào cả",en,Neutral
차혜원,"기대안하고 가면 맛있고
기대하면 실망이큼 ㅋㅋㅋ
아이스크림은 항상 평타 ㅎㅎ",3,"Thật ngon nếu bạn đi mà không mong đợi.
Nếu bạn mong đợi thì bạn sẽ rất thất vọng haha.
Kem luôn ở mức trung bình haha",ko,Neutral
FL VIP563,Ok,4,Được rồi,en,Positive
Yến Nguyễn Hải,Ok nha :3,5,Ok nha :3,vi,Positive
Itzik Fadida,Wow!! Great nuggets,5,Ồ!! Cốm tuyệt vời,en,Positive
Bjørn Øivind Pedersen,They dont have milkshake or frappeshino,2,Họ không có sữa lắc hay sinh tố sino,en,Negative
Anh The,Rất ngon,3,Rất ngon,vi,Neutral
강혜진,"일요일 저녁 방문. 주문 줄은 좀 있지만 2층은 붐비지 않음.
빅맥 한국이랑 똑같고, 소스 여러종류 비치되어 있는게 좋음. 칠리랑 갈릭 맛있었음.",4,"Đến thăm vào tối chủ nhật. Có một chút xếp hàng để đặt hàng, nhưng tầng hai không đông.
Nó giống như Big Mac ở Hàn Quốc và tôi thích nó đi kèm với nhiều loại nước sốt. Ớt và tỏi rất ngon.",ko,Positive
Can Viet Ha,Ok,4,Được rồi,en,Positive
Tuan Hoang,Địa điểm này đẹp,4,Địa điểm này đẹp,vi,Positive
Minh Tuấn,"Tiện lợi, không gian thoáng mát, đẹp mắt, sạch sẽ.",5,"Tiện lợi, không gian thoáng mát, đẹp mắt, sạch sẽ.",vi,Positive
Thùy Dương Đào Thị,"Giống đồ KFC mà, vị đậm đà hơn chút, giá mắc hơn và nhân viên khinh khỉnh hơn, nói chung không quay lại",4,"Giống đồ KFC mà, vị đậm đà hơn chút, giá mắc hơn và nhân viên khinh khỉnh hơn, nói chung không quay lại",vi,Positive
Nguyễn Anh Quang,ăn ngon hơi đông,4,ăn ngon hơi đông,vi,Positive
Tuấn 27-ĐB,Cũng như các cửa hàng MD khác phong cách phục vụ thì đã dk kiểm nghiệm qua nhiều năm nên ko phải bàn ạ.,5,Cũng như các cửa hàng MD khác phong cách phục vụ thì đã dk kiểm nghiệm qua nhiều năm nên ko phải bàn ạ.,vi,Positive
Tung Joong,"Quán duy nhất ở HN, phục vụ khá nhanh",5,"Quán duy nhất ở HN, phục vụ khá nhanh",vi,Positive
A A,👍👍👍,5,👍👍👍,vi,Positive
Manh Vu Tien,Tuyệt vời,3,Tuyệt vời,vi,Neutral
Mr Moose,Poor service for delivery. Waited about 3 hours and the order was wrong. Got a double order of wrong food. What a great restaurant!,1,Dịch vụ giao hàng kém. Đợi khoảng 3 tiếng và lệnh bị sai. Có một đơn đặt hàng thực phẩm sai gấp đôi. Thật là một nhà hàng tuyệt vời!,en,Negative
Nguyễn Thúy,McDonald’s Hồ Gươm,5,McDonald’s Hồ Gươm,vi,Positive
dong jun Lee,가끔 음료가 탄산이 약함,3,Đôi khi đồ uống có ga yếu,ko,Neutral
Fab Leg,Attention aux dégâts intestinaux ! Hygiène à revoir sérieusement.,1,Cẩn thận với tổn thương đường ruột! Vệ sinh cần được xem xét nghiêm túc.,fr,Negative
Đạt Nguyễn Đình,"Thấy có cả thức uống và đồ ăn nhanh, cũng  rộng rãi phết. Tuyệt, view khá đẹp.",5,"Thấy có cả thức uống và đồ ăn nhanh, cũng  rộng rãi phết. Tuyệt, view khá đẹp.",vi,Positive
Thiên Đào,Nhà hàng phục vụ tốt làm đồ nhanh,5,Nhà hàng phục vụ tốt làm đồ nhanh,vi,Positive
Huy Nguyễn,"View đẹp, nhân viên phục vụ chưa được niềm nở lắm, nhà hàng sạch sẽ, trang thiết bị hiện đại, đồ ăn ngon, phục vụ nhanh chóng",4,"View đẹp, nhân viên phục vụ chưa được niềm nở lắm, nhà hàng sạch sẽ, trang thiết bị hiện đại, đồ ăn ngon, phục vụ nhanh chóng",vi,Positive
Radosław Jasiński,"Poszliśmy przekonać się czy w Wietnamie będzie tak samo. Przekonaliśmy się, jest dokładnie tak samo. Tylko trochę dłużej czeka się w kolejce, bo jest to popularne miejsce, a i jeszcze jedno - samoobsługowe sosy...",3,"Chúng tôi đã đi xem liệu ở Việt Nam có giống như vậy không. Chúng tôi phát hiện ra, nó hoàn toàn giống nhau. Chỉ có điều bạn phải xếp hàng đợi lâu hơn một chút vì đây là địa điểm nổi tiếng và một điều nữa - nước sốt tự phục vụ...",pl,Neutral
Tuyển Nguyễn Mạnh,Quán có nhân viên phục vụ tốt rất nhanh nhẹn đồ ăn làm cẩn thận sạch sẽ rất ngon giá cả hợp lí không gian phục vụ chuyên nghiệp có chỗ để xe bảo vệ trông xe bên ngoài khung cảnh đẹp check ra hồ gươm thật tuyệt vời khi ăn tại đây verry good !!!! ☺️☺️☺️☺️☺️☺️😌❤️❤️❤️❤️❤️❤️❤️❤️☺️,5,Quán có nhân viên phục vụ tốt rất nhanh nhẹn đồ ăn làm cẩn thận sạch sẽ rất ngon giá cả hợp lí không gian phục vụ chuyên nghiệp có chỗ để xe bảo vệ trông xe bên ngoài khung cảnh đẹp check ra hồ gươm thật tuyệt vời khi ăn tại đây verry good !!!! ☺️☺️☺️☺️☺️☺️😌❤️❤️❤️❤️❤️❤️❤️❤️☺️,vi,Positive
Bruce Seo (N Job man),"I found a kind of tumor in chicken wing.
I was yuck.
btw location is good near Hoan Kiem lake",2,"Tôi tìm thấy một loại khối u ở cánh gà.
Tôi thật tệ.
btw vị trí rất tốt gần hồ Hoàn Kiếm",en,Negative
A.FATTAH Asif,"Good place in happening location of Hanoi, good food too, long cue in weekend,  service is good too",4,"Vị trí tốt ở vị trí đang diễn ra của Hà Nội, đồ ăn cũng ngon, thời gian dài vào cuối tuần, dịch vụ cũng tốt",en,Positive
manh Me Do Duc,Món ngon,4,Món ngon,vi,Positive
종근이,쌀국수만 먹다가 햄버거 한입~ 좋습니다,4,Tôi vừa ăn mì gạo và sau đó cắn một miếng hamburger ~ Nó ngon lắm.,ko,Positive
Beng Beng,Đồ ăn bt so với vc phải xếp hàng để mua,4,Đồ ăn bt so với vc phải xếp hàng để mua,vi,Positive
Serhii Pylypenko,We with my friends visited this place. Taste in this Macdonalds is amazing. But unfortunately in 3-7hours after we enjoyed our meals. We had got a problem as a diarrhea and we couldn’t stop it in two days. Can you please check your place for sanitation? thank you.,1,Chúng tôi cùng bạn bè đã đến thăm nơi này. Hương vị ở Macdonalds này thật tuyệt vời. Nhưng thật không may là phải 3-7 giờ sau khi chúng tôi thưởng thức bữa ăn. Chúng tôi gặp vấn đề là bệnh tiêu chảy và chúng tôi không thể ngừng nó trong hai ngày. Bạn có thể vui lòng kiểm tra chỗ ở của bạn để đảm bảo vệ sinh không? Cảm ơn.,en,Negative
